Adm Id,BR Id,Adm,PE,Site/Allotment Name,TV Channel / Freq Block,Notice Type,Plan,Intent,Frequency Range,Service Type
EILAT954,106545678,ISR,1,EILAT954,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
BNEYEHUDA WEST701,106545677,ISR,1,BNEYEHUDA WEST701,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
ARAD937,106545676,ISR,1,ARAD937,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
ACRE695,106545675,ISR,1,ACRE695,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
GIVATAIM902,106544627,ISR,1,TAHANAT HAIM902,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
SAFED777,106544626,ISR,1,SAFED777,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
NATANIA901,106544625,ISR,1,NATANIA901,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
RAMON771,106544624,ISR,1,MITZPE- RAMON771,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
KOCHAVHAYARDEN710,106544623,ISR,1,KOCHAVHAYARDEN710,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
MIRBATS842,106544622,ISR,1,HAR MIRBATS842,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
HAR GILO WEST737,106544621,ISR,1,HAR GILO WEST737,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
HADERA287,106544620,ISR,3,HADERA287,45,DT2,GE06D,Recorded,662-670,DVB-T Allotment
GROFIT330,106544619,ISR,3,GROFIT330,45,DT2,GE06D,Recorded,662-670,DVB-T Allotment
854,106544618,ISR,1,EIN YAHAV854,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
EILAT956,106544617,ISR,1,EILAT956,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
BEER SHEVA305,106544616,ISR,3,BEER SHEVA305,45,DT2,GE06D,Recorded,662-670,DVB-T Allotment
BAR YEHUDA852,106544615,ISR,1,BAR YEHUDA852,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
ASQELON920,106544614,ISR,1,ASHQELON920,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
ARAD326,106544613,ISR,3,ARAD326,45,DT2,GE06D,Recorded,662-670,DVB-T Allotment
ACRE786,106544612,ISR,1,ACRE786,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
25210,106541122,ISR,3,ZFAT,42,DT2,GE06D,Recorded,638-646,DVB-T Allotment
TELALFUL WEST913,106541121,ISR,1,TEL-EL-FUL WEST913,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
GIVATAIM813,106541120,ISR,1,TAHANAT HAIM813,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
NATANIA719,106541119,ISR,1,NATANIA719,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
M.RAMON321,106541118,ISR,3,M.RAMON321,42,DT2,GE06D,Recorded,638-646,DVB-T Allotment
KOCHAVHAYARDEN892,106541117,ISR,1,KOCHAVHAYARDEN892,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
MIRBATS935,106541116,ISR,1,HAR MIRBATS935,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
25910,106541115,ISR,3,HADERA,42,DT2,GE06D,Recorded,638-646,DVB-T Allotment
945,106541114,ISR,1,EIN YAHAV945,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
PANORAMA698,106541113,ISR,1,DAN PANAROMA698,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
221500U,106541112,ISR,1,BEER-SHEVAU,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
BAR YEHUDA853,106541111,ISR,1,BAR YEHUDA853,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
ASQELON922,106541110,ISR,1,ASHQELON922,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
27015,106541109,ISR,3,ARAD,42,DT2,GE06D,Recorded,638-646,DVB-T Allotment
SHAAR HANEGEV932,106539985,ISR,1,SHAAR HANEGEV932,41,DT1,GE06D,Recorded,630-638,DVB-T Assignment
RISHONLEZION294,106539984,ISR,3,RISHONLEZION294,41,DT2,GE06D,Recorded,630-638,DVB-T Allotment
26210,106539983,ISR,3,JERUSALEM,41,DT2,GE06D,Recorded,630-638,DVB-T Allotment
HARTSOFIM WEST823,106539982,ISR,1,HARTSOFIM WEST823,41,DT1,GE06D,Recorded,630-638,DVB-T Assignment
MIRBATS844,106539981,ISR,1,HAR MIRBATS844,41,DT1,GE06D,Recorded,630-638,DVB-T Assignment
222300U,106539980,ISR,1,EILAT,41,DT1,GE06D,Recorded,630-638,DVB-T Assignment
BEER SHEVA306,106539979,ISR,3,BEER SHEVA306,41,DT2,GE06D,Recorded,630-638,DVB-T Allotment
BAR YEHUDA762,106539978,ISR,1,BAR YEHUDA762,41,DT1,GE06D,Recorded,630-638,DVB-T Assignment
ARAVA318,106539977,ISR,3,ARAVA318,41,DT2,GE06D,Recorded,630-638,DVB-T Allotment
ARAD324,106539976,ISR,3,ARAD324,41,DT2,GE06D,Recorded,630-638,DVB-T Allotment
SAFED866,106537758,ISR,1,SAFED866,39,DT1,GE06D,Recorded,614-622,DVB-T Assignment
220820U,106537757,ISR,1,NATANIA,39,DT1,GE06D,Recorded,614-622,DVB-T Assignment
MANARA778,106537756,ISR,1,MANARA778,39,DT1,GE06D,Recorded,614-622,DVB-T Assignment
KOCHAVHAYARDEN799,106537755,ISR,1,KOCHAVHAYARDEN799,39,DT1,GE06D,Recorded,614-622,DVB-T Assignment
K.GAT304,106537754,ISR,3,K.GAT304,39,DT2,GE06D,Recorded,614-622,DVB-T Allotment
JERUS-HILTON832,106537753,ISR,1,JERUS-HILTON832,39,DT1,GE06D,Recorded,614-622,DVB-T Assignment
HAIFA CARMEL796,106537752,ISR,1,HA CARMEL796,39,DT1,GE06D,Recorded,614-622,DVB-T Assignment
GROFIT859,106537751,ISR,1,GROFIT859,39,DT1,GE06D,Recorded,614-622,DVB-T Assignment
EIN YAHAV947,106537750,ISR,1,EIN YAHAV947,39,DT1,GE06D,Recorded,614-622,DVB-T Assignment
DIMONA312,106537749,ISR,3,DIMONA312,39,DT2,GE06D,Recorded,614-622,DVB-T Allotment
BAR YEHUDA944,106537748,ISR,1,BAR YEHUDA944,39,DT1,GE06D,Recorded,614-622,DVB-T Assignment
ASQELON738,106537747,ISR,1,ASHQELON738,39,DT1,GE06D,Recorded,614-622,DVB-T Assignment
220400U,106537746,ISR,1,ACRE,39,DT1,GE06D,Recorded,614-622,DVB-T Assignment
GROFIT331,106535479,ISR,3,GROFIT331,37,DT2,GE06D,Recorded,598-606,DVB-T Allotment
EILAT865,106535478,ISR,1,EILAT865,37,DT1,GE06D,Recorded,598-606,DVB-T Assignment
222100U,106530761,ISR,1,SHA AR HA NEGEV,33,DT1,GE06D,Recorded,566-574,DVB-T Assignment
RISHONLEZION293,106530760,ISR,3,RISHONLEZION293,33,DT2,GE06D,Recorded,566-574,DVB-T Allotment
NATANIA899,106530759,ISR,1,NATANIA899,33,DT1,GE06D,Recorded,566-574,DVB-T Assignment
MANARA871,106530758,ISR,1,MANARA871,33,DT1,GE06D,Recorded,566-574,DVB-T Assignment
BNEYEHUDA WEST881,106530757,ISR,1,BNEYEHUDA WEST881,33,DT1,GE06D,Recorded,566-574,DVB-T Assignment
ACRE877,106530756,ISR,1,ACRE877,33,DT1,GE06D,Recorded,566-574,DVB-T Assignment
ZFAT267,106529557,ISR,3,ZFAT267,32,DT2,GE06D,Recorded,558-566,DVB-T Allotment
MANARA689,106529556,ISR,1,MANARA689,32,DT1,GE06D,Recorded,558-566,DVB-T Assignment
GIVAT HAMORE793,106529555,ISR,1,GIVATHAMORE793,32,DT1,GE06D,Recorded,558-566,DVB-T Assignment
26515,106529554,ISR,3,BEER SHEVA,32,DT2,GE06D,Recorded,558-566,DVB-T Allotment
ACRE784,106529553,ISR,1,ACRE784,32,DT1,GE06D,Recorded,558-566,DVB-T Assignment
GIVATAIM722,106528344,ISR,1,TAHANAT HAIM722,31,DT1,GE06D,Recorded,550-558,DVB-T Assignment
SHAARHANEGEV839,106528343,ISR,1,SHA AR HA NEGEV839,31,DT1,GE06D,Recorded,550-558,DVB-T Assignment
SAFED868,106528342,ISR,1,SAFED868,31,DT1,GE06D,Recorded,550-558,DVB-T Assignment
MANARA780,106528341,ISR,1,MANARA780,31,DT1,GE06D,Recorded,550-558,DVB-T Assignment
KOCHAVHAYARDEN890,106528340,ISR,1,KOCHAVHAYARDEN890,31,DT1,GE06D,Recorded,550-558,DVB-T Assignment
JERUS-HILTON925,106528339,ISR,1,JERUS-HILTON925,31,DT1,GE06D,Recorded,550-558,DVB-T Assignment
MIRBATS933,106528338,ISR,1,HAR MIRBATS933,31,DT1,GE06D,Recorded,550-558,DVB-T Assignment
HADERA288,106528337,ISR,3,HADERA288,31,DT2,GE06D,Recorded,550-558,DVB-T Allotment
PANORAMA880,106528336,ISR,1,DAN PANAROMA880,31,DT1,GE06D,Recorded,550-558,DVB-T Assignment
BAR YEHUDA850,106528335,ISR,1,BAR YEHUDA850,31,DT1,GE06D,Recorded,550-558,DVB-T Assignment
U.JORDAN281,106525942,ISR,3,U.JORDAN281,29,DT2,GE06D,Recorded,534-542,DVB-T Allotment
26010,106525941,ISR,3,TEL AVIV,29,DT2,GE06D,Recorded,534-542,DVB-T Allotment
TEFEN269,106525940,ISR,3,TEFEN269,29,DT2,GE06D,Recorded,534-542,DVB-T Allotment
GIVATAIM811,106525939,ISR,1,TAHANAT HAIM811,29,DT1,GE06D,Recorded,534-542,DVB-T Assignment
SHAAR HANEGEV840,106525938,ISR,1,SHAAR HANEGEV840,29,DT1,GE06D,Recorded,534-542,DVB-T Assignment
SAFED776,106525937,ISR,1,SAFED776,29,DT1,GE06D,Recorded,534-542,DVB-T Assignment
HAR GILO WEST828,106525936,ISR,1,HAR GILO WEST828,29,DT1,GE06D,Recorded,534-542,DVB-T Assignment
HAIFA CARMEL887,106525935,ISR,1,HA CARMEL887,29,DT1,GE06D,Recorded,534-542,DVB-T Assignment
27210,106525934,ISR,3,GROFIT,29,DT2,GE06D,Recorded,534-542,DVB-T Allotment
EILAT334,106525933,ISR,3,EILAT334,29,DT2,GE06D,Recorded,534-542,DVB-T Allotment
ACRE875,106525932,ISR,1,ACRE875,29,DT1,GE06D,Recorded,534-542,DVB-T Assignment
GROFIT950,106524679,ISR,1,GROFIT950,28,DT1,GE06D,Recorded,526-534,DVB-T Assignment
EIN YAHAV856,106524678,ISR,1,EIN YAHAV856,28,DT1,GE06D,Recorded,526-534,DVB-T Assignment
EILAT773,106524677,ISR,1,EILAT773,28,DT1,GE06D,Recorded,526-534,DVB-T Assignment
25110,106523338,ISR,3,MANARA,27,DT2,GE06D,Recorded,518-526,DVB-T Allotment
ASQELON829,106523337,ISR,1,ASHQELON829,27,DT1,GE06D,Recorded,518-526,DVB-T Assignment
TELALFUL WEST911,106522112,ISR,1,TELELFUL WEST911,26,DT1,GE06D,Recorded,510-518,DVB-T Assignment
BAR YEHUDA943,106522111,ISR,1,BAR YEHUDA943,26,DT1,GE06D,Recorded,510-518,DVB-T Assignment
EILAT333,106520838,ISR,3,EILAT333,25,DT2,GE06D,Recorded,502-510,DVB-T Allotment
GROFIT948,106518342,ISR,1,GROFIT948,23,DT1,GE06D,Recorded,486-494,DVB-T Assignment
M.RAMON322,106511507,ISR,3,M.RAMON322,8,DT2,GE06D,Recorded,366-374,DVB-T Allotment
27000,106511506,ISR,3,ARAD,8,DT2,GE06D,Recorded,366-374,DVB-T Allotment
27100,106510547,ISR,3,SOUTH NEGEV,7,DT2,GE06D,Recorded,358-366,DVB-T Allotment
RISHONLEZION295,106510546,ISR,3,RISHONLEZION295,7,DT2,GE06D,Recorded,358-366,DVB-T Allotment
26900,106510545,ISR,3,M.RAMON,7,DT2,GE06D,Recorded,358-366,DVB-T Allotment
25305,106509555,ISR,3,TEFEN,6,DT2,GE06D,Recorded,350-358,DVB-T Allotment
25905,106509554,ISR,3,HADERA,6,DT2,GE06D,Recorded,350-358,DVB-T Allotment
25300,106508788,ISR,3,TEFEN,5,DT2,GE06D,Recorded,342-350,DVB-T Allotment
26400,106508786,ISR,3,K.GAT,5,DT2,GE06D,Recorded,342-350,DVB-T Allotment
26300,106508785,ISR,3,ASHDOD,5,DT2,GE06D,Recorded,342-350,DVB-T Allotment
17100,106507783,ISR,3,SOUTH NEGEV,12C,DS2,GE06D,Recorded,223-230,T-DAB Allotment
16900,106507782,ISR,3,M.RAMON,12C,DS2,GE06D,Recorded,223-230,T-DAB Allotment
17200,106507781,ISR,3,GROFIT,12C,DS2,GE06D,Recorded,223-230,T-DAB Allotment
17300,106507382,ISR,3,EILAT,12B,DS2,GE06D,Recorded,223-230,T-DAB Allotment
112100,106506934,ISR,1,SHAAR HA NEGEV,12A,DS1,GE06D,Recorded,223-230,T-DAB Assignment
SAFAD366,106506933,ISR,1,SAFAD366,12A,DS1,GE06D,Recorded,223-230,T-DAB Assignment
110100,106506932,ISR,1,MANARA,12A,DS1,GE06D,Recorded,223-230,T-DAB Assignment
HAR MIRBATS415,106506931,ISR,1,HAR MIRBATS415,12A,DS1,GE06D,Recorded,223-230,T-DAB Assignment
GROFIT420,106506930,ISR,1,GROFIT420,12A,DS1,GE06D,Recorded,223-230,T-DAB Assignment
EITANIM407,106506929,ISR,1,EITANIM407,12A,DS1,GE06D,Recorded,223-230,T-DAB Assignment
EILAT392,106506928,ISR,1,EILAT392,12A,DS1,GE06D,Recorded,223-230,T-DAB Assignment
DAN PANORAMA397,106506927,ISR,1,DAN PANORAMA397,12A,DS1,GE06D,Recorded,223-230,T-DAB Assignment
16300,106506926,ISR,3,ASHDOD,12A,DS2,GE06D,Recorded,223-230,T-DAB Allotment
ARAD416,106506925,ISR,1,ARAD416,12A,DS1,GE06D,Recorded,223-230,T-DAB Assignment
MITZPE RAMON679,106505600,ISR,1,MITZPE RAMON679,11B,DS1,GE06D,Recorded,216-223,T-DAB Assignment
GROFIT565,106505599,ISR,1,GROFIT565,11B,DS1,GE06D,Recorded,216-223,T-DAB Assignment
EILAT508,106505598,ISR,1,EILAT508,11B,DS1,GE06D,Recorded,216-223,T-DAB Assignment
MITZPE RAMON447,106505051,ISR,1,MITZPE RAMON447,11A,DS1,GE06D,Recorded,216-223,T-DAB Assignment
GROFIT594,106505050,ISR,1,GROFIT594,11A,DS1,GE06D,Recorded,216-223,T-DAB Assignment
111250,106504703,ISR,1,HAR GILO,10D,DS1,GE06D,Recorded,209-216,T-DAB Assignment
EILAT537,106504702,ISR,1,EILAT537,10D,DS1,GE06D,Recorded,209-216,T-DAB Assignment
EILAT566,106504446,ISR,1,EILAT566,10C,DS1,GE06D,Recorded,209-216,T-DAB Assignment
110820,106504209,ISR,1,NATANIA,10B,DS1,GE06D,Recorded,209-216,T-DAB Assignment
MITZPE RAMON563,106504208,ISR,1,MITZPE RAMON563,10B,DS1,GE06D,Recorded,209-216,T-DAB Assignment
HAR MIRBATS502,106504207,ISR,1,HAR MIRBATS502,10B,DS1,GE06D,Recorded,209-216,T-DAB Assignment
110800,106504206,ISR,1,HAIFA -HAR HA CARMEL,10B,DS1,GE06D,Recorded,209-216,T-DAB Assignment
GROFIT681,106504205,ISR,1,GROFIT681,10B,DS1,GE06D,Recorded,209-216,T-DAB Assignment
EITANIM581,106504204,ISR,1,EITANIM581,10B,DS1,GE06D,Recorded,209-216,T-DAB Assignment
EIN YAHAV651,106504203,ISR,1,EIN YAHAV651,10B,DS1,GE06D,Recorded,209-216,T-DAB Assignment
EILAT595,106504202,ISR,1,EILAT595,10B,DS1,GE06D,Recorded,209-216,T-DAB Assignment
16500,106504201,ISR,3,BEER SHEVA,10B,DS2,GE06D,Recorded,209-216,T-DAB Allotment
BAR YEHUDA475,106504200,ISR,1,BAR YEHUDA475,10B,DS1,GE06D,Recorded,209-216,T-DAB Assignment
ASQELON587,106504199,ISR,1,ASQELON587,10B,DS1,GE06D,Recorded,209-216,T-DAB Assignment
17000,106504198,ISR,3,ARAD,10B,DS2,GE06D,Recorded,209-216,T-DAB Allotment
MITZPE RAMON650,106503945,ISR,1,MITZPE RAMON650,10A,DS1,GE06D,Recorded,209-216,T-DAB Assignment
GROFIT623,106503944,ISR,1,GROFIT623,10A,DS1,GE06D,Recorded,209-216,T-DAB Assignment
EIN YAHAV535,106503943,ISR,1,EIN YAHAV535,10A,DS1,GE06D,Recorded,209-216,T-DAB Assignment
EILAT450,106503942,ISR,1,EILAT450,10A,DS1,GE06D,Recorded,209-216,T-DAB Assignment
112110,106503941,ISR,1,ASQELON,10A,DS1,GE06D,Recorded,209-216,T-DAB Assignment
ARAD445,106503940,ISR,1,ARAD445,10A,DS1,GE06D,Recorded,209-216,T-DAB Assignment
EILAT479,106503755,ISR,1,EILAT479,9D,DS1,GE06D,Recorded,202-209,T-DAB Assignment
SAFAD453,106503593,ISR,1,SAFAD453,9C,DS1,GE06D,Recorded,202-209,T-DAB Assignment
MITZPE RAMON621,106503592,ISR,1,MITZPE RAMON621,9C,DS1,GE06D,Recorded,202-209,T-DAB Assignment
MANARA510,106503591,ISR,1,MANARA510,9C,DS1,GE06D,Recorded,202-209,T-DAB Assignment
HARTSOFIM WEST583,106503590,ISR,1,HARTSOFIM WEST583,9C,DS1,GE06D,Recorded,202-209,T-DAB Assignment
HAR MIRBATS444,106503589,ISR,1,HAR MIRBATS444,9C,DS1,GE06D,Recorded,202-209,T-DAB Assignment
GROFIT449,106503588,ISR,1,GROFIT449,9C,DS1,GE06D,Recorded,202-209,T-DAB Assignment
EIN YAHAV448,106503587,ISR,1,EIN YAHAV448,9C,DS1,GE06D,Recorded,202-209,T-DAB Assignment
EILAT653,106503586,ISR,1,EILAT653,9C,DS1,GE06D,Recorded,202-209,T-DAB Assignment
DAN PANORAMA513,106503585,ISR,1,DAN PANORAMA513,9C,DS1,GE06D,Recorded,202-209,T-DAB Assignment
BAR YEHUDA562,106503584,ISR,1,BAR YEHUDA562,9C,DS1,GE06D,Recorded,202-209,T-DAB Assignment
ASQELON558,106503583,ISR,1,ASQELON558,9C,DS1,GE06D,Recorded,202-209,T-DAB Assignment
ACCO243,106503582,ISR,3,ACCO243,9C,DS2,GE06D,Recorded,202-209,T-DAB Allotment
15300,106503374,ISR,3,TEFEN,9B,DS2,GE06D,Recorded,202-209,T-DAB Allotment
TAHANAT HAIM666,106503373,ISR,1,TAHANAT HAIM666,9B,DS1,GE06D,Recorded,202-209,T-DAB Assignment
SAFAD511,106503372,ISR,1,SAFAD511,9B,DS1,GE06D,Recorded,202-209,T-DAB Assignment
NATANIA520,106503371,ISR,1,NATANIA520,9B,DS1,GE06D,Recorded,202-209,T-DAB Assignment
MANARA626,106503370,ISR,1,MANARA626,9B,DS1,GE06D,Recorded,202-209,T-DAB Assignment
HARTSOFIM WEST554,106503369,ISR,1,HARTSOFIM WEST554,9B,DS1,GE06D,Recorded,202-209,T-DAB Assignment
110810,106503368,ISR,1,HAIFA-DAN PANORAMA,9B,DS1,GE06D,Recorded,202-209,T-DAB Assignment
EILAT624,106503367,ISR,1,EILAT624,9B,DS1,GE06D,Recorded,202-209,T-DAB Assignment
BEER SHEVA559,106503366,ISR,1,BEER SHEVA559,9B,DS1,GE06D,Recorded,202-209,T-DAB Assignment
ASQELON645,106503365,ISR,1,ASQELON645,9B,DS1,GE06D,Recorded,202-209,T-DAB Assignment
ARAD561,106503364,ISR,1,ARAD561,9B,DS1,GE06D,Recorded,202-209,T-DAB Assignment
15400,106503363,ISR,3,ACCO,9B,DS2,GE06D,Recorded,202-209,T-DAB Allotment
TEL AVIV226,106503184,ISR,3,TEL AVIV226,9A,DS2,GE06D,Recorded,202-209,T-DAB Allotment
TAHANAT HAIM434,106503183,ISR,1,TAHANAT HAIM434,9A,DS1,GE06D,Recorded,202-209,T-DAB Assignment
110200,106503182,ISR,1,SAFAD,9A,DS1,GE06D,Recorded,202-209,T-DAB Assignment
MITZPE RAMON505,106503181,ISR,1,MITZPE RAMON505,9A,DS1,GE06D,Recorded,202-209,T-DAB Assignment
16400,106503180,ISR,3,K.GAT,9A,DS2,GE06D,Recorded,202-209,T-DAB Allotment
HAR MIRBATS618,106503179,ISR,1,HAR MIRBATS618,9A,DS1,GE06D,Recorded,202-209,T-DAB Assignment
HAR GILO WEST528,106503178,ISR,1,HAR GILO WEST528,9A,DS1,GE06D,Recorded,202-209,T-DAB Assignment
HAIFA224,106503177,ISR,3,HAIFA224,9A,DS2,GE06D,Recorded,202-209,T-DAB Allotment
EIN YAHAV680,106503176,ISR,1,EIN YAHAV680,9A,DS1,GE06D,Recorded,202-209,T-DAB Assignment
BAR YEHUDA649,106503175,ISR,1,BAR YEHUDA649,9A,DS1,GE06D,Recorded,202-209,T-DAB Assignment
ASHDOD252,106503174,ISR,3,ASHDOD252,9A,DS2,GE06D,Recorded,202-209,T-DAB Allotment
TVERIA245,106502980,ISR,3,TVERIA245,8D,DS2,GE06D,Recorded,195-202,T-DAB Allotment
SHAARHANEGEV625,106502979,ISR,1,SHAARHANEGEV625,8D,DS1,GE06D,Recorded,195-202,T-DAB Assignment
RISHONLEZION250,106502978,ISR,3,RISHONLEZION250,8D,DS2,GE06D,Recorded,195-202,T-DAB Allotment
NATANIA433,106502977,ISR,1,NATANIA433,8D,DS1,GE06D,Recorded,195-202,T-DAB Assignment
HAR MIRBATS647,106502976,ISR,1,HAR MIRBATS647,8D,DS1,GE06D,Recorded,195-202,T-DAB Assignment
GROFIT536,106502975,ISR,1,GROFIT536,8D,DS1,GE06D,Recorded,195-202,T-DAB Assignment
EIN YAHAV506,106502974,ISR,1,EIN YAHAV506,8D,DS1,GE06D,Recorded,195-202,T-DAB Assignment
DAN PANORAMA600,106502973,ISR,1,DAN PANORAMA600,8D,DS1,GE06D,Recorded,195-202,T-DAB Assignment
ASQELON616,106502972,ISR,1,ASQELON616,8D,DS1,GE06D,Recorded,195-202,T-DAB Assignment
ACCO220,106502971,ISR,3,ACCO220,8D,DS2,GE06D,Recorded,195-202,T-DAB Allotment
TEFEN242,106502771,ISR,3,TEFEN242,8C,DS2,GE06D,Recorded,195-202,T-DAB Allotment
TAHANAT HAIM492,106502770,ISR,1,TAHANAT HAIM492,8C,DS1,GE06D,Recorded,195-202,T-DAB Assignment
SHAARHANEGEV538,106502769,ISR,1,SHAARHANEGEV538,8C,DS1,GE06D,Recorded,195-202,T-DAB Assignment
NATANIA578,106502768,ISR,1,NATANIA578,8C,DS1,GE06D,Recorded,195-202,T-DAB Assignment
MANARA481,106502767,ISR,1,MANARA481,8C,DS1,GE06D,Recorded,195-202,T-DAB Assignment
KOCHAVHAYARDEN518,106502766,ISR,1,KOCHAVHAYARDEN518,8C,DS1,GE06D,Recorded,195-202,T-DAB Assignment
HAR GILO WEST673,106502765,ISR,1,HAR GILO WEST673,8C,DS1,GE06D,Recorded,195-202,T-DAB Assignment
DAN PANORAMA484,106502764,ISR,1,DAN PANORAMA484,8C,DS1,GE06D,Recorded,195-202,T-DAB Assignment
BEER SHEVA588,106502763,ISR,1,BEER SHEVA588,8C,DS1,GE06D,Recorded,195-202,T-DAB Assignment
BAR YEHUDA591,106502762,ISR,1,BAR YEHUDA591,8C,DS1,GE06D,Recorded,195-202,T-DAB Assignment
ASQELON529,106502761,ISR,1,ASQELON529,8C,DS1,GE06D,Recorded,195-202,T-DAB Assignment
ACRE543,106502760,ISR,1,ACRE543,8C,DS1,GE06D,Recorded,195-202,T-DAB Assignment
TEFEN219,106502543,ISR,3,TEFEN219,8B,DS2,GE06D,Recorded,195-202,T-DAB Allotment
SAFAD424,106502542,ISR,1,SAFAD424,8B,DS1,GE06D,Recorded,195-202,T-DAB Assignment
MANARA655,106502541,ISR,1,MANARA655,8B,DS1,GE06D,Recorded,195-202,T-DAB Assignment
KOCHAVHAYARDEN431,106502540,ISR,1,KOCHAVHAYARDEN431,8B,DS1,GE06D,Recorded,195-202,T-DAB Assignment
EITANIM668,106502539,ISR,1,EITANIM668,8B,DS1,GE06D,Recorded,195-202,T-DAB Assignment
BAR YEHUDA533,106502538,ISR,1,BAR YEHUDA533,8B,DS1,GE06D,Recorded,195-202,T-DAB Assignment
ARAVA257,106502537,ISR,3,ARAVA257,8B,DS2,GE06D,Recorded,195-202,T-DAB Allotment
110400,106502536,ISR,1,ACRE,8B,DS1,GE06D,Recorded,195-202,T-DAB Assignment
TVERIA222,106502359,ISR,3,TVERIA222,8A,DS2,GE06D,Recorded,195-202,T-DAB Allotment
TELALFUL WEST495,106502358,ISR,1,TELALFUL WEST495,8A,DS1,GE06D,Recorded,195-202,T-DAB Assignment
TEL AVIV249,106502357,ISR,3,TEL AVIV249,8A,DS2,GE06D,Recorded,195-202,T-DAB Allotment
TAHANAT HAIM608,106502356,ISR,1,TAHANAT HAIM608,8A,DS1,GE06D,Recorded,195-202,T-DAB Assignment
HAR MIRBATS676,106502355,ISR,1,HAR MIRBATS676,8A,DS1,GE06D,Recorded,195-202,T-DAB Assignment
GROFIT507,106502354,ISR,1,GROFIT507,8A,DS1,GE06D,Recorded,195-202,T-DAB Assignment
EIN YAHAV564,106502353,ISR,1,EIN YAHAV564,8A,DS1,GE06D,Recorded,195-202,T-DAB Assignment
EILAT682,106502352,ISR,1,EILAT682,8A,DS1,GE06D,Recorded,195-202,T-DAB Assignment
DAN PANORAMA629,106502351,ISR,1,DAN PANORAMA629,8A,DS1,GE06D,Recorded,195-202,T-DAB Assignment
BAR YEHUDA446,106502350,ISR,1,BAR YEHUDA446,8A,DS1,GE06D,Recorded,195-202,T-DAB Assignment
ASQELON500,106502349,ISR,1,ASQELON500,8A,DS1,GE06D,Recorded,195-202,T-DAB Assignment
ACRE630,106502348,ISR,1,ACRE630,8A,DS1,GE06D,Recorded,195-202,T-DAB Assignment
TAHANAT HAIM347,106502159,ISR,1,TAHANAT HAIM347,7D,DS1,GE06D,Recorded,188-195,T-DAB Assignment
SHAARHANEGEV422,106502158,ISR,1,SHAARHANEGEV422,7D,DS1,GE06D,Recorded,188-195,T-DAB Assignment
SAFAD337,106502157,ISR,1,SAFAD337,7D,DS1,GE06D,Recorded,188-195,T-DAB Assignment
NATANIA346,106502156,ISR,1,NATANIA346,7D,DS1,GE06D,Recorded,188-195,T-DAB Assignment
MANARA217,106502155,ISR,3,MANARA217,7D,DS2,GE06D,Recorded,188-195,T-DAB Allotment
KOCHAVHAYARDEN373,106502154,ISR,1,KOCHAVHAYARDEN373,7D,DS1,GE06D,Recorded,188-195,T-DAB Assignment
HARTSOFIM WEST409,106502153,ISR,1,HARTSOFIM WEST409,7D,DS1,GE06D,Recorded,188-195,T-DAB Assignment
BEER SHEVA385,106502152,ISR,1,BEER SHEVA385,7D,DS1,GE06D,Recorded,188-195,T-DAB Assignment
ASQELON413,106502151,ISR,1,ASQELON413,7D,DS1,GE06D,Recorded,188-195,T-DAB Assignment
ACRE369,106502150,ISR,1,ACRE369,7D,DS1,GE06D,Recorded,188-195,T-DAB Assignment
MANARA365,106502037,ISR,1,MANARA365,7C,DS1,GE06D,Recorded,188-195,T-DAB Assignment
HAR MIRBATS357,106502036,ISR,1,HAR MIRBATS357,7C,DS1,GE06D,Recorded,188-195,T-DAB Assignment
HAR GILO WEST354,106502035,ISR,1,HAR GILO WEST354,7C,DS1,GE06D,Recorded,188-195,T-DAB Assignment
GROFIT362,106502034,ISR,1,GROFIT362,7C,DS1,GE06D,Recorded,188-195,T-DAB Assignment
EIN YAHAV361,106502033,ISR,1,EIN YAHAV361,7C,DS1,GE06D,Recorded,188-195,T-DAB Assignment
EILAT421,106502032,ISR,1,EILAT421,7C,DS1,GE06D,Recorded,188-195,T-DAB Assignment
